RECRD,VESSLTERMS,FEATURE_TYPE,LATDEC,LONDEC,GP_QUALITY,DEPTH
13461,CAPTAIN SNOWBALL,"Wreck - Submerged, dangerous to surface navigation",29.19,-90.031667,Low,
13463,JOAN OF ARC,"Wreck - Submerged, dangerous to surface navigation",29.133333,-90.116667,Low,
13464,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.250833,-89.608333,Low,
13941,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.051667,-90.583167,Low,
13944,UNKNOWN,Wreck - Visible,29.096667,-90.583333,Low,
13947,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.611667,-92.026667,Low,
13948,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.553333,-92.129167,Low,
12372,UNKNOWN,"Wreck - Submerged, nondangerous",27.808861,-93.891833,Low,
12373,UNKNOWN,"Wreck - Submerged, nondangerous",28.006667,-93.73,Low,
12374,P/C SON SHINE,"Wreck - Submerged, nondangerous",28.29,-94.24,Low,
13545,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.798333,-93.345556,Low,
13546,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.815556,-93.347222,Low,
13552,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.098533,-93.325517,Low,
13553,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.1,-93.325733,Low,
13554,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.136111,-93.322222,Low,
13555,UNKNOWN,Wreck - Visible,30.240833,-93.245833,Low,
14015,LADY NELLIE,"Wreck - Submerged, dangerous to surface navigation",29.278833,-89.666,Low,
14019,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.175225,-89.533389,Low,
14020,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.197222,-89.51,Low,
14021,DOLLY DIMPLES,"Wreck - Submerged, dangerous to surface navigation",29.180225,-89.496719,Low,
14022,UNKNOWN,Wreck - Visible,29.141667,-89.475,Low,
14023,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.121617,-89.485333,Low,
14026,LADY BIRD,"Wreck - Submerged, dangerous to surface navigation",29.110228,-89.43005,Low,
14027,LADY OF THE SEA,"Wreck - Submerged, dangerous to surface navigation",29.103564,-89.471722,Low,
14028,BIG FOOT II,Wreck - Visible,29.058564,-89.438389,Low,
14029,BOUNCER,Wreck - Visible,29.025233,-89.391714,Low,
14030,UNKNOWN,Wreck - Visible,29.017222,-89.405278,Low,
14031,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.017572,-89.401664,Low,
14032,WHITE BEAR,"Wreck - Submerged, dangerous to surface navigation",28.971667,-89.433333,Low,
12378,F/V PRANS,"Wreck - Submerged, nondangerous",28.303333,-94.125,Low,
9158,UNKNOWN,Wreck - Visible,29.555264,-95.052519,High,0
9159,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.555264,-95.052519,High,0
9170,UNKNOWN,Wreck - Visible,29.548697,-95.018967,High,0
9173,UNKNOWN,Wreck - Visible,29.552064,-95.021061,High,0
9177,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.549153,-95.002428,High,1.4
9920,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.718447,-93.366147,High,2.4
9181,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.5515,-95.017861,High,0.6
9191,UNKNOWN,Wreck - Visible,29.5421,-95.034136,High,0
9205,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.546336,-95.006714,High,0.7
9578,TX 7801-WS,Wreck - Visible,29.44775,-94.9185,High,0
9581,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.454861,-94.914806,High,1.4
9585,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.454519,-94.922722,High,1.3
9587,UNKNOWN,Wreck - Visible,29.471183,-94.926817,High,0
9221,PROWLER,"Wreck - Submerged, dangerous to surface navigation",29.583108,-94.996192,High,2
9224,ELDORA GRAY,"Wreck - Submerged, dangerous to surface navigation",29.548283,-95.01715,Low,0
9229,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.503333,-94.883333,Low,0
9599,BIG ORANGE VIII,,29.464675,-94.962147,High,0
9600,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.4631,-94.964136,High,0
9601,UNKNOWN,Wreck - Visible,29.462003,-94.968333,High,0
9602,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.461014,-94.972128,High,0
9603,UNKNOWN,Wreck - Visible,29.461178,-94.972972,High,0
9604,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.460967,-94.974497,High,0
9615,UNKNOWN,Wreck - Visible,29.660947,-94.998544,High,0
9231,RED TURTLE,"Wreck - Submerged, dangerous to surface navigation",29.508561,-94.883533,Low,0
9232,NELLIE META,"Wreck - Submerged, dangerous to surface navigation",29.508561,-94.891867,Low,0
9235,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.516894,-94.893533,Low,0
9238,SMAUG,"Wreck - Submerged, dangerous to surface navigation",29.525228,-94.903533,Low,0
9240,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.52245,-94.894644,Low,0
9242,LAZY L,"Wreck - Submerged, dangerous to surface navigation",29.521894,-94.8902,Low,0
9245,HUSTLER,"Wreck - Submerged, dangerous to surface navigation",29.503561,-94.868533,Low,0
9246,CAPTAIN BUCK,"Wreck - Submerged, dangerous to surface navigation",29.508561,-94.866867,Low,0
9247,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.512222,-94.865833,Low,0
9248,BIG JOE,"Wreck - Submerged, dangerous to surface navigation",29.512728,-94.871033,Low,0
9253,TX-4158-XX,"Wreck - Submerged, dangerous to surface navigation",29.450231,-94.816864,Poor,0
9256,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.450231,-94.891867,Poor,0
9618,WONDA LOU II,"Wreck - Submerged, dangerous to surface navigation",29.675225,-94.981869,Low,0
9624,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.646058,-94.939092,Low,0
9631,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.6818,-94.984161,Low,
9633,UNKNOWN,Wreck - Visible,29.680467,-94.926925,High,0
9634,UNKNOWN,Wreck - Visible,29.681111,-94.924861,High,0
10003,UNKNOWN,Wreck - Visible,29.395794,-94.87585,High,0
9264,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.487169,-94.893231,High,0
9265,BIG JOE,"Wreck - Submerged, dangerous to surface navigation",29.491894,-94.8952,Low,0
9266,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.494117,-94.897978,Low,0
9267,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.494833,-94.893528,High,0
9268,UNKNOWN,Wreck - Visible,29.496567,-94.899836,High,0
9269,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.496567,-94.899808,High,0
9270,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.496525,-94.899464,High,2
9278,ENUA,"Wreck - Submerged, dangerous to surface navigation",29.500228,-94.850197,Low,0
9299,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.546894,-94.983536,Low,0
9300,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.546061,-94.975203,Low,0
9302,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.538006,-94.980203,Low,0
9306,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.506339,-94.956036,Low,0
9307,CAROL A,"Wreck - Submerged, dangerous to surface navigation",29.549789,-94.954347,High,0
9314,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.576389,-94.933333,High,0
9326,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",26.017194,-96.991125,High,0
9328,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",25.979992,-97.071486,High,0
8954,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.988578,-93.750164,Low,0
8955,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.991911,-93.783497,Low,0
8959,DEWEY,"Wreck - Submerged, dangerous to surface navigation",29.761889,-93.422653,Low,0
8964,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.750278,-93.608333,Low,0
8967,SEA LARK,"Wreck - Submerged, dangerous to surface navigation",29.665167,-93.302183,High,0
8969,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.111997,-94.40235,High,40
9349,MISS K.A.,"Wreck - Submerged, dangerous to surface navigation",29.513561,-94.8752,Low,0
9350,SHADOW,Wreck - Visible,29.530228,-94.863533,Low,0
9358,TX 5095,"Wreck - Submerged, dangerous to surface navigation",29.550228,-94.916867,Low,0
9360,SEVEN SEAS,Wreck - Visible,29.556339,-94.861033,Low,0
9363,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.566667,-94.916667,Low,0
9365,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.578283,-94.91345,Low,0
9366,MAC,Wreck - Visible,29.497222,-94.91,High,0
9367,UNKNOWN,Wreck - Visible,29.495006,-94.909317,High,0
9006,CRACKER JACK,"Wreck - Submerged, dangerous to surface navigation",28.700258,-95.583561,Low,0
9022,DIXIE QUEEN,"Wreck - Submerged, dangerous to surface navigation",29.345139,-94.678417,High,0
9034,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.337639,-94.724861,High,2.23
9043,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.358333,-94.743333,High,0
9044,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.364139,-94.743944,High,0
9430,CHRISTI J,"Wreck - Submerged, dangerous to surface navigation",29.365,-94.47,Low,0
9431,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.236,-94.4205,Low,0
9441,UNKNOWN,Wreck - Visible,29.286239,-94.851794,High,0
9052,UNKNOWN,Wreck - Visible,29.344533,-94.785542,High,0
9065,UNKNOWN,Wreck - Visible,29.324444,-94.781178,High,0
9066,UNKNOWN,Wreck - Visible,29.316933,-94.779272,High,0
9081,UNKNOWN,Wreck - Visible,29.318819,-94.82535,High,0.8
9082,UNKNOWN,Wreck - Visible,29.318708,-94.825639,High,1.1
9092,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.364072,-94.780508,High,0
9093,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.364286,-94.782942,High,0
9094,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.365889,-94.781153,High,0
9095,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.368689,-94.781867,High,0
9101,UNKNOWN,Wreck - Visible,29.384583,-94.771228,High,0
9102,UNKNOWN,Wreck - Visible,29.385581,-94.767933,High,0
9106,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.363433,-94.810372,High,4.3
9473,OUTBOUND,"Wreck - Submerged, dangerous to surface navigation",29.376944,-94.860194,Low,0
9127,UNKNOWN,Wreck - Visible,29.395778,-94.875833,High,0
9132,UNKNOWN,Wreck - Visible,29.422778,-94.8345,High,
9135,UNKNOWN,Wreck - Visible,29.427,-94.83875,High,0
2654,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.321069,-94.735192,Poor,0
2655,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.466897,-94.555189,Poor,0
2658,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.288847,-94.787139,Low,0
2662,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.783575,-89.583383,Low,0
3239,MR. MAGOO,"Wreck - Submerged, dangerous to surface navigation",28.733586,-95.30855,Low,0
2697,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",26.150353,-97.241917,Low,0
3243,BOY SCOUT,"Wreck - Submerged, dangerous to surface navigation",28.937911,-95.080872,High,52
3039,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.768753,-95.077122,High,0
2733,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.566161,-90.981869,Med,0
3092,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.792811,-95.347753,High,0
2501,FINA V,Wreck - Visible,28.596167,-96.567844,High,0
2537,EAGLESCLIFF,"Wreck - Submerged, dangerous to surface navigation",29.329875,-94.659469,Low,0
8372,CAPTAIN R.J. SANDRAS,"Wreck - Submerged, nondangerous",28.891903,-89.393381,Low,0
8432,BRETON ISLAND,"Wreck - Submerged, dangerous to surface navigation",28.866417,-90.830653,High,24
8434,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.92175,-90.658,High,20
8440,LITTLE DARLING,"Wreck - Submerged, dangerous to surface navigation",29.116667,-91.133333,Low,0
8441,NANCY JANE,Wreck - Visible,29.441667,-92.075,Low,0
8136,UNKNOWN,Wreck - Visible,26.088689,-97.157192,Low,0
8137,F/V EXTREME,"Wreck - Submerged, dangerous to surface navigation",26.21725,-97.134172,High,0
7856,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.961853,-97.051711,Low,0
7857,FIRST BOY,"Wreck - Submerged, dangerous to surface navigation",28.035017,-96.994711,Low,0
8205,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.034544,-96.999694,High,4
8209,BAROID EXPRESS,"Wreck - Submerged, nondangerous",28.637711,-90.210556,High,0
7912,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.525275,-96.386917,Low,0
7319,LITTLE SHANE,,29.066897,-90.783425,Low,0
8350,UNKNOWN,Wreck - Visible,28.5185,-96.210111,High,0
3727,LYCO I,"Wreck - Submerged, dangerous to surface navigation",28.150289,-96.450253,Low,0
4139,JOHN PHILLIPS,"Wreck - Submerged, nondangerous",27.38365,-96.666917,Low,0
4140,CAPTAIN TRUE,"Wreck - Submerged, dangerous to surface navigation",27.390319,-96.925256,Low,0
4144,MADALINE GO FORTH,"Wreck - Submerged, nondangerous",27.466981,-96.733586,Low,0
4147,LEEWAY II,"Wreck - Submerged, dangerous to surface navigation",27.516983,-97.183597,Low,0
4149,DAMN YANKEE,"Wreck - Submerged, nondangerous",27.598642,-96.630253,Low,0
4152,DAVANA,"Wreck - Submerged, dangerous to surface navigation",27.666975,-96.683589,Low,0
4159,GYPSY GIRL,"Wreck - Submerged, dangerous to surface navigation",27.752808,-97.078597,Low,0
4162,HILL TIDE,"Wreck - Submerged, dangerous to surface navigation",27.775306,-97.083597,Low,0
4172,UNKNOWN,"Wreck - Submerged, nondangerous",27.831969,-97.043597,Low,0
4175,MARY,"Wreck - Submerged, dangerous to surface navigation",27.834164,-97.041653,High,0
4177,JIMBO,"Wreck - Submerged, dangerous to surface navigation",27.834469,-97.042208,Med,0
4183,EAGLESCLIFF,Wreck - Visible,27.855303,-97.030264,Med,0
4184,OCEAN EXPRESS,"Wreck - Submerged, nondangerous",27.866325,-96.307942,Med,0
4186,MARGIE B,"Wreck - Submerged, dangerous to surface navigation",27.898633,-96.986931,Low,0
4187,LENORE,"Wreck - Submerged, nondangerous",27.900897,-96.472031,High,102
4190,UNKNOWN,Wreck - Visible,27.928631,-96.983597,Low,0
4191,LIONEL HODGSON,"Wreck - Submerged, dangerous to surface navigation",27.933631,-96.800261,Low,0
4193,LISA GAIL,Wreck - Visible,28.000294,-96.916931,Low,0
14256,MISS RHONDA,"Wreck - Submerged, dangerous to surface navigation",29.25,-89.958333,Low,
14259,UNKNOWN,Wreck - Visible,29.198333,-90.03,Low,
14260,MR BEE,Not Charted,29.198333,-90.03,Low,
14262,DAVID MERRILL,Wreck - Visible,29.158333,-90.09,Low,
14274,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.206667,-90.017778,Med,
14261,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.193333,-90.038333,Low,
14321,FIVE PRINCESSES,"Wreck - Submerged, dangerous to surface navigation",29.007178,-90.408696,Low,
14322,ELIZABETH,"Wreck - Submerged, dangerous to surface navigation",29.034167,-90.503056,Low,
14326,UNKNOWN,Wreck - Visible,29.002778,-90.688333,Low,
14538,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.904194,-91.827333,High,
14715,UNKNOWN,Wreck - Visible,29.612203,-91.988239,High,
14716,UNKNOWN,Wreck - Visible,29.612914,-92.017186,High,
14717,ENSCO 74,Wreck - Visible,28.582628,-93.729825,High,35
14757,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.733333,-93.233333,High,92
14758,WRECK,"Wreck - Submerged, dangerous to surface navigation",28.699283,-93.325125,Med,100
14779,WRECK,Wreck - Visible,29.34,-94.675,Low,
14780,WRECK,"Wreck - Submerged, dangerous to surface navigation",29.313333,-94.648333,Med,
14782,WRECK,"Wreck - Submerged, dangerous to surface navigation",29.308333,-94.61,Low,
15054,WRECK,"Wreck - Submerged, nondangerous",28.984444,-89.962222,Med,87
14940,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.325272,-94.694903,Low,
14807,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.650797,-90.916757,Low,
14955,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.664964,-94.972983,Low,
14983,M/V BOGALEE II,"Wreck - Submerged, dangerous to surface navigation",29.125509,-89.800622,Med,
15200,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.355889,-94.747167,High,16
54113,UNKNOWN,Wreck - Visible,58.831172,158.57305,Poor,
51761,SEAHAWK,Wreck - Visible,58.881722,-160.784433,High,0
51762,OCEAN VENTURE,Wreck - Visible,58.914781,-160.728322,High,0
50928,SHOOTING STAR,"Wreck - Submerged, dangerous to surface navigation",58.865897,-160.052197,Poor,0
51953,LULU,Wreck - Visible,64.497778,-165.428333,High,0
14918,USS NEW JERSEY,"Wreck - Submerged, nondangerous",35.03218,-75.290439,Med,
10844,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",35.919881,-75.711831,Low,
10586,MONITOR,"Wreck - Submerged, nondangerous",35.001992,-75.406703,High,
548,HENRY WELLER,Not Charted,33.833522,-75.582925,Low,0
550,UNKNOWN,Not Charted,33.850175,-77.467742,Low,0
551,UNKNOWN,Not Charted,33.850175,-77.480242,Low,0
552,UNKNOWN,Not Charted,33.855731,-77.441353,Low,0
555,JOHN D. GILL,"Wreck - Submerged, dangerous to surface navigation",33.866319,-77.480203,High,61
556,ELLA PIERCE THURLOW,Not Charted,33.900175,-77.091333,Low,0
558,UNKNOWN,Not Charted,33.911839,-77.237175,Low,0
560,G.E. KLINCK,Not Charted,33.941858,-75.0579,Low,0
561,UNKNOWN,Not Charted,33.95045,-77.593025,Low,0
562,UNKNOWN,Not Charted,33.955172,-77.65025,Low,0
563,UNKNOWN,Not Charted,33.962672,-77.599694,Low,0
565,CASSIMER,Not Charted,33.966839,-77.028831,Low,0
567,UNKNOWN,Not Charted,33.977117,-77.686086,Low,0
568,UNKNOWN,Not Charted,33.983506,-76.999664,Low,0
569,CITY SERVICES PETROL,Not Charted,34.000189,-75.36625,Low,0
570,BEDFORDSHIRE,Not Charted,34.000181,-75.999614,Poor,0
571,NAECO (BOW),"Wreck - Submerged, nondangerous",34.02535,-76.647944,High,0
572,FUTURE,Not Charted,34.133522,-75.166242,Low,0
573,PANAN,Not Charted,34.135175,-76.116286,Low,0
574,PAPOOSE,"Wreck - Submerged, dangerous to surface navigation",34.143522,-76.652331,High,60
575,SHURZ,Not Charted,34.150181,-75.782939,Low,0
577,UNKNOWN,,34.186836,-76.601311,Med,0
578,U-352 (RATHKE),"Wreck - Submerged, dangerous to surface navigation",34.228028,-76.564867,High,0
580,IRINE,Not Charted,34.300172,-76.182958,Low,0
581,ARIO (1),"Wreck - Submerged, nondangerous",34.313503,-76.453139,High,82
583,UNKNOWN,"Wreck - Submerged, nondangerous",34.326833,-76.69965,Low,0
584,ASHKABAD,"Wreck - Submerged, dangerous to surface navigation",34.380669,-76.365467,High,40
585,ULYSSES,Not Charted,34.383511,-75.582928,Low,0
586,FENWICK ISLAND,"Wreck - Submerged, dangerous to surface navigation",34.437111,-76.489919,High,36
588,MALCHACE,Not Charted,34.466839,-75.932947,Low,0
589,PORTLAND,"Wreck - Submerged, nondangerous",34.492592,-76.429961,High,31
591,LIBERTAD,"Wreck - Submerged, nondangerous",34.500192,-74.532881,Low,0
592,GLYNDON,Not Charted,34.500194,-73.999522,Low,0
593,LJUBICA  MATKOVIC,Not Charted,34.500175,-75.666267,Low,0
594,W.E. HUTTON,"Wreck - Submerged, dangerous to surface navigation",34.498994,-76.897856,High,0
